Province,University,Program,International tuition,Domestic tuition,Minimum average,Length Of Program,Program Language,TOEFL Score,Rank,Notes
Ontario,University of Toronto,Mathematics and Physics,"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Mental Health Studies (Scarborough),"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Molecular Biology (Mississauga),"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Molecular Biology and Biotechnology (Scarborough),"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Molecular Genetics and Microbiology,"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Neuroscience (Downtown Toronto),"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Neuroscience (Scarborough),"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Nutritional Sciences,"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Paleontology (Mississauga),"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Paramedicine (joint program with Centennial College) (Scarborough),"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Pathobiology,"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Pharmaceutical Chemistry,"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Pharmacology,"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Pharmacology and Biomedical Toxicology,"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Philosophy and Physics,"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Physical and Mathematical Sciences (Scarborough),"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Physical Sciences (Scarborough),"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Physics (Downtown Toronto),"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Physics (Mississauga),"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Physics and Astrophysics (Scarborough),"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Physiology,"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Planetary Science,"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Psychology (Downtown Toronto),"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Psychology (Scarborough),"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Psychology (Mississauga),"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Psychology Research,"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Statistics (Scarborough),"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Statistics (Downtown Toronto),"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Statistics and Mathematics,"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Synthetic and Catalytic Chemistry,"$50 780 year 1,","$14 300 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Anthropology (Mississauga),"$45 690 year 1,","$6400 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Anthropology (Scarborough),"$45 690 year 1,","$6400 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Geography (Mississauga),"$45 690 year 1,","$6400 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,Health Studies (Scarborough),"$45 690 year 1,","$6400 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Toronto,International Development Studies (Scarborough),"$45 690 year 1,","$6400 year 1,",Low to Mid 80s,,English,"600, 5 on the Test of Written English",,
Ontario,University of Waterloo,Kinesiology,$24 830 1st year,$6420 1st year,Low 80s (Co-op: Mid 80s),4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Recreation and Leisure Studies,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Recreation and Sport Business,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Therapeutic Recreation,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Tourism Development,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Health Studies,$24 830 1st year,$6420 1st year,Low 80s (Co-op: Mid 80s),4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Public Health,$24 830 1st year,$6420 1st year,Low 80s (Co-op: Mid 80s),4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Accounting and Financial Management,$24 830 1st year,$6420 1st year,Mid 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Anthropology,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Classical Studies,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Computing and Financial Management,$24 830 1st year,$6420 1st year,Low 90s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Economics,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,English,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Fine Arts,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,French,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,"English, French","90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,German,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,"English, German","90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Global Business and Digital Arts,$27 228 1st year,$11 904 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,History,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Honours Arts,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Honours Arts and Business,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Legal Studies,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Liberal Studies,$24 830 1st year,$6420 1st year,Low 80s,3-4 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Medieval Studies,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Music,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Peace and Conflict Studies,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Philosophy,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Political Science,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Psychology,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Religious Studies,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,"Sexuality, Marriage, and Family Studies",$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Social Development Studies,$24 830 1st year,$6420 1st year,Low 80s,3-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Sociology ,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Spanish,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,"English, Spanish","90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Speech Communication,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Theatre and Performance ,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Women's Studies,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Architecture (Cambridge),$36 810 1st year,$9214 1st year,Mid 80s,5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Biomedical Engineering,$33 754 1st year,$14 080 1st year,Low to Mid 90s,5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Chemical Engineering,$33 754 1st year,$14 080 1st year,Low to Mid 90s,5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Civil Engineering,$33 754 1st year,$14 080 1st year,High 80s to Low 90s,5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Computer Engineering,$33 754 1st year,$14 080 1st year,Mid 90s,5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Electrical Engineering,$33 754 1st year,$14 080 1st year,Mid 90s,5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Environmental Engineering,$33 754 1st year,$14 080 1st year,Low 90s,5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Geological Engineering,$33 754 1st year,$14 080 1st year,Mid to High 80s,5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Management Engineering,$33 754 1st year,$14 080 1st year,Low 90s,5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Mechanical Engineering,$33 754 1st year,$14 080 1st year,Low to Mid 90s,5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Mechatronics Engineering,$33 754 1st year,$14 080 1st year,Low to Mid 90s,5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Nanotechnology Engineering,$33 754 1st year,$14 080 1st year,Low to Mid 90s,5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Software Engineering,$33 754 1st year,$14 080 1st year,Low 90s,5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Systems Design Engineering,$33 754 1st year,$14 080 1st year,Low to Mid 90s,5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Environment and Business,$24 830 1st year,$6420 1st year,Low 80s,5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,"Environment, Resources and Sustainability",$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Geography and Aviation,$24 830 1st year,$6420 1st year,Low 80s,4 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Geography and Environmental Management ,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Geomatics,$24 830 1st year,$6420 1st year,Low 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,International Development,$24 830 1st year,$6420 1st year,Low 80s,4 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Knowlege Integration,$24 830 1st year,$6420 1st year,Low 80s,4 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Planning,$24 830 1st year,$6420 1st year,Low 80s,5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Business Administration (Laurier) and Computer Science (Waterloo) Double Degree,$26 882 1st year,$12 972 1st year,Low 90s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Business Administration (Laurier) and Mathematics (Waterloo) Double Degree,$26 882 1st year,$8612 1st year,High 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Computer Science,$26 882 1st year,$6420 1st year,Low 90s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
Ontario,University of Waterloo,Information Technology Management (for Computer Science),$26 882 1st year,$6420 1st year,Mid 80s,4-5 years,English,"90 overall, 25 writing, 25 speaking",,
